0.341,0.102,0.222,0.584,0.145,0.16
0.3,0.0833,0.111,0.548,0.155,0.16
0.47,0.0648,0.111,0.685,0.225,0.16
0.364,0.111,0.333,0.603,0.214,0.16
0.213,0.0926,0.667,0.461,0.12,0.16
0.272,0.148,0.222,0.522,0.162,0.16
0.156,0.111,0.444,0.395,0.0887,0.16
0.0712,0.139,0.111,0.267,0.0283,0.16
0.223,0.0833,0.111,0.472,0.127,0.16
0.272,0.102,0.556,0.521,0.198,0.16
0.197,0.12,0.778,0.443,0.126,0.16
0.391,0.102,0.556,0.625,0.252,0.16
0.208,0.111,0.333,0.456,0.104,0.16
0.12,0.0556,0.333,0.346,0.0732,0.16
0.172,0.12,0.556,0.414,0.0858,0.16
0.267,0.0833,0.333,0.516,0.168,0.16
0.0602,0.157,0.778,0.245,0.0302,0.16
0.243,0.111,0.333,0.493,0.156,0.16
0.163,0.0741,0.333,0.403,0.0895,0.16
0.0805,0.148,0.778,0.284,0.0583,0.16
0.244,0.139,0.889,0.494,0.139,0.16
0.21,0.0833,0.222,0.458,0.123,0.16
0.306,0.111,0.556,0.553,0.165,0.16
0.397,0.0556,0.222,0.63,0.255,0.16
0.236,0.0833,0.111,0.486,0.108,0.16
0.345,0.102,0.556,0.587,0.18,0.16
0.308,0.0926,0.222,0.555,0.166,0.16
0.473,0.0833,0.222,0.688,0.288,0.16
0.352,0.111,0.333,0.594,0.199,0.16
0.21,0.0833,0.222,0.458,0.123,0.16
0.306,0.111,0.556,0.553,0.165,0.16
0.397,0.0556,0.222,0.63,0.255,0.16
0.236,0.0833,0.111,0.486,0.108,0.16
0.345,0.102,0.556,0.587,0.18,0.16
0.308,0.0926,0.222,0.555,0.166,0.16
0.473,0.0833,0.222,0.688,0.288,0.16
0.352,0.111,0.333,0.594,0.199,0.16
0.476,0.0833,0.667,0.69,0.266,0.3
0.283,0.0741,0.111,0.532,0.138,0.3
0.232,0.111,0.778,0.481,0.143,0.3
0.275,0.0833,0.333,0.524,0.175,0.3
0.282,0.12,0.889,0.531,0.194,0.3
0.467,0.0648,0.111,0.684,0.213,0.3
0.263,0.0926,0.222,0.513,0.139,0.3
0.203,0.139,0.111,0.45,0.0839,0.3
0.571,0.102,0.111,0.755,0.31,0.3
0.508,0.102,0.778,0.712,0.332,0.3
0.392,0.12,0.667,0.626,0.211,0.3
0.603,0.0926,0.222,0.776,0.394,0.3
0.55,0.102,0.667,0.742,0.326,0.3
0.303,0.12,0.333,0.55,0.134,0.3
0.359,0.102,0.667,0.599,0.28,0.3
0.345,0.13,0.111,0.587,0.193,0.3
0.402,0.0926,0.333,0.634,0.265,0.3
0.275,0.176,0.667,0.525,0.165,0.3
0.358,0.111,0.333,0.598,0.204,0.3
0.239,0.139,0.222,0.489,0.129,0.3
0.458,0.0833,0.222,0.677,0.248,0.3
0.319,0.102,0.333,0.565,0.179,0.3
0.434,0.102,0.111,0.659,0.205,0.3
0.277,0.12,0.667,0.526,0.13,0.3
0.772,0.0648,0.111,0.879,0.39,0.3
0.46,0.111,0.333,0.678,0.259,0.3
0.354,0.111,0.222,0.595,0.186,0.3
0.437,0.102,0.556,0.661,0.34,0.3
0.3,0.111,0.111,0.548,0.13,0.3
0.52,0.0648,0.556,0.721,0.276,0.3
0.329,0.12,0.333,0.574,0.216,0.3
0.328,0.12,0.333,0.573,0.183,0.3
0.26,0.139,0.778,0.509,0.167,0.3
0.157,0.148,0.667,0.397,0.103,0.3
0.39,0.12,0.111,0.625,0.172,0.3
0.272,0.102,0.889,0.522,0.148,0.3
0.211,0.0833,0.333,0.459,0.168,0.3
0.261,0.0833,0.222,0.51,0.186,0.3
0.257,0.157,0.333,0.507,0.138,0.3
0.163,0.111,0.222,0.404,0.0916,0.3
0.355,0.13,0.556,0.596,0.203,0.04
0.0834,0.13,1,0.289,0.0455,0.04
0.227,0.12,0.667,0.477,0.165,0.04
0.0944,0.12,0.333,0.307,0.0484,0.04
0.00877,0.306,0.667,0.0937,0.00374,0.04
0.157,0.157,0.778,0.396,0.0882,0.04
0.34,0.111,0.556,0.583,0.234,0.04
0.232,0.111,0.556,0.482,0.121,0.04
0.0289,0.139,0.222,0.17,0.0126,0.04
0.0652,0.139,0.667,0.255,0.0427,0.04
0.0782,0.139,0.667,0.28,0.0535,0.04
0.114,0.102,0.667,0.337,0.0625,0.04
0.098,0.12,0.667,0.313,0.0554,0.04
0.0132,0.167,0.222,0.115,0.00673,0.04
0.159,0.111,0.333,0.398,0.108,0.04
0.151,0.13,0.778,0.389,0.0984,0.04
0.0952,0.0833,0.222,0.309,0.0499,0.04
0.043,0.148,0.889,0.207,0.0218,0.04
0.124,0.102,0.556,0.352,0.086,0.04
0.0937,0.13,0.444,0.306,0.052,0.04
0.137,0.102,0.667,0.37,0.0816,0.04
0.156,0.0926,0.444,0.395,0.0752,0.04
0.0381,0.185,0.444,0.195,0.0174,0.04
0.116,0.102,0.444,0.34,0.0723,0.04
0.0401,0.167,0.778,0.2,0.0255,0.04
0.127,0.12,0.111,0.357,0.0617,0.04
0.0784,0.102,0.444,0.28,0.0389,0.04
0.0889,0.102,0.889,0.298,0.0461,0.04
0.0732,0.111,0.333,0.271,0.0418,0.04
0.0382,0.12,0.111,0.196,0.0181,0.04
0.0269,0.204,0.111,0.164,0.0134,0.04
0.112,0.111,0.222,0.335,0.0599,0.04
0.168,0.12,0.444,0.41,0.0956,0.04
0.24,0.12,0.667,0.49,0.136,0.04
0.128,0.167,0.778,0.358,0.0782,0.04
0.0216,0.194,0.667,0.147,0.0101,0.04
0.0266,0.176,0.444,0.163,0.0144,0.04
0.0255,0.111,0.444,0.16,0.0131,0.04
0.24,0.102,0.111,0.49,0.103,0.04
0.103,0.12,0.222,0.321,0.0614,0.04
0.288,0.102,0.222,0.537,0.149,0.55
0.184,0.139,0.111,0.429,0.083,0.55
0.455,0.0556,0.111,0.674,0.239,0.55
0.179,0.102,0.556,0.423,0.103,0.55
0.4,0.0833,0.556,0.633,0.225,0.55
0.467,0.0741,0.333,0.683,0.297,0.55
0.33,0.13,0.222,0.574,0.184,0.55
0.319,0.111,0.444,0.564,0.178,0.55
0.268,0.13,0.444,0.518,0.154,0.55
0.411,0.0926,0.778,0.641,0.209,0.55
0.557,0.0741,0.111,0.746,0.295,0.55
0.372,0.0648,0.444,0.61,0.209,0.55
0.261,0.148,0.111,0.511,0.107,0.55
0.327,0.148,0.222,0.572,0.173,0.55
0.551,0.0926,0.222,0.743,0.426,0.55
0.812,0.0833,0.444,0.901,0.47,0.55
0.391,0.111,0.222,0.625,0.243,0.55
0.422,0.102,0.667,0.649,0.263,0.55
0.249,0.13,0.778,0.499,0.125,0.55
0.495,0.111,0.333,0.703,0.244,0.55
0.293,0.102,0.333,0.541,0.225,0.55
0.538,0.0833,0.222,0.733,0.322,0.55
0.346,0.111,0.556,0.589,0.283,0.55
0.607,0.102,0.333,0.779,0.332,0.55
0.268,0.13,0.444,0.518,0.154,0.55
0.411,0.0926,0.778,0.641,0.209,0.55
0.557,0.0741,0.111,0.746,0.295,0.55
0.372,0.0648,0.444,0.61,0.209,0.55
0.261,0.148,0.111,0.511,0.107,0.55
0.327,0.148,0.222,0.572,0.173,0.55
0.551,0.0926,0.222,0.743,0.426,0.55
0.812,0.0833,0.444,0.901,0.47,0.55
0.391,0.111,0.222,0.625,0.243,0.55
0.422,0.102,0.667,0.649,0.263,0.55
0.249,0.13,0.778,0.499,0.125,0.55
0.495,0.111,0.333,0.703,0.244,0.55
0.293,0.102,0.333,0.541,0.225,0.55
0.538,0.0833,0.222,0.733,0.322,0.55
0.346,0.111,0.556,0.589,0.283,0.55
0.607,0.102,0.333,0.779,0.332,0.55
0.343,0.0556,0.333,0.586,0.193,0.85
0.854,0.0741,0.222,0.924,0.503,0.85
0.597,0.0926,0.222,0.773,0.409,0.85
0.444,0.139,0.667,0.666,0.211,0.85
0.555,0.0926,0.222,0.745,0.518,0.85
0.458,0.0926,0.111,0.677,0.217,0.85
0.938,0.0741,0.556,0.969,0.522,0.85
0.642,0.102,0.111,0.801,0.279,0.85
0.417,0.0648,0.556,0.646,0.233,0.85
0.317,0.0833,0.333,0.563,0.23,0.85
0.224,0.0833,0.333,0.474,0.132,0.85
0.367,0.111,0.667,0.606,0.232,0.85
0.405,0.0463,0.222,0.636,0.233,0.85
0.828,0.0833,0.333,0.91,0.633,0.85
0.78,0.102,0.333,0.883,0.717,0.85
0.923,0.0833,0.222,0.961,0.522,0.85
0.364,0.0648,0.667,0.603,0.181,0.85
0.796,0.0741,0.444,0.892,0.593,0.85
0.616,0.111,0.556,0.785,0.435,0.85
0.713,0.037,0.111,0.845,0.396,0.85
0.393,0.12,0.333,0.627,0.291,0.85
0.66,0.102,0.667,0.813,0.327,0.85
1,0.0556,0.333,1,1,0.85
0.472,0.0926,0.111,0.687,0.217,0.85
0.544,0.102,0.111,0.737,0.23,0.85
0.494,0.13,0.333,0.703,0.242,0.85
0.283,0.148,0.889,0.532,0.158,0.85
0.541,0.0741,0.556,0.736,0.305,0.85
0.429,0.0926,0.111,0.655,0.196,0.85
0.675,0.0833,0.778,0.821,0.324,0.85
0.711,0.0833,0.222,0.843,0.479,0.85
0.66,0.102,0.444,0.813,0.317,0.85
0.64,0.12,0.889,0.8,0.319,0.85
0.531,0.0926,0.667,0.729,0.454,0.85
0.72,0.0741,0.111,0.849,0.37,0.85
0.205,0.111,0.444,0.453,0.121,0.85
0.289,0.0556,0.333,0.537,0.247,0.85
0.553,0.0648,0.333,0.744,0.301,0.85
0.398,0.102,0.556,0.631,0.201,0.85
0.663,0.0741,0.222,0.814,0.447,0.85
