0.0002310382343,0.8425925926,0.1111111111,0.01520048349,0.0001262281319,0
0.0003726379643,0.4537037037,0.3333333333,0.01930452068,0.0002460108531,0
0.00035431131,0.5277777778,0.2222222222,0.01882382954,0.000344178984,0
0.0003927260424,0.8240740741,0.1111111111,0.01981802281,0.0001999245631,0
0.0004622949974,0.4814814815,0.1111111111,0.0215018125,0.0002500786806,0
0.0004938387797,0.6944444444,0.3333333333,0.02222327543,0.0002769899555,0
0.0008213754331,0.3703703704,0.2222222222,0.0286606693,0.0005595060282,0
0.001063301744,0.1944444444,0.2222222222,0.03260946973,0.0007498043718,0
0.0005136472954,0.5925925926,0.2222222222,0.0226645957,0.0004458573793,0
0.0002474511008,0.9074074074,0.1111111111,0.015731139,0.0001326296771,0
0.0003162167477,0.7407407407,0.3333333333,0.01778311788,0.0002090917774,0
0.0003401696862,0.6574074074,0.3333333333,0.01844434675,0.0002009263816,0
0.0004103600212,0.4814814815,0.2222222222,0.02025806663,0.0003739226588,0
0.0004434655608,0.5925925926,0.1111111111,0.02105937232,0.0002327178109,0
0.0002079343913,1,0.3333333333,0.01442044413,0.0001669193062,0
0.0002664736558,0.7685185185,0.2222222222,0.01632460244,0.0002644177521,0
0.0003510845906,0.7314814815,0.2222222222,0.01873791902,0.0002012960708,0
0.0003538093096,0.537037037,0.2222222222,0.01881048969,0.0002484408966,0
0.0005898441898,0.3055555556,0.3333333333,0.02428757341,0.0003815810112,0
0.0009955691735,0.3981481481,0.1111111111,0.03155376552,0.000626272751,0
0.001209684722,0.1296296296,0.2222222222,0.03478176139,0.001454934031,0
0.0006038171282,0.3518518519,0.2222222222,0.02457356621,0.0003922997158,0
0.0005871673594,0.3888888889,0.1111111111,0.02423239982,0.0002855864254,0
0.000928431595,0.6759259259,0.2222222222,0.03047126114,0.0005728718402,0
0.08678675678,0.1296296296,0.2222222222,0.2946064175,0.04545509423,0.1
0.1420606456,0.06481481481,0.1111111111,0.3769227626,0.06905712311,0.1
0.08866887076,0.1111111111,0.2222222222,0.2977837963,0.05585144464,0.1
0.4635901491,0.1203703704,0.1111111111,0.6808988065,0.229107091,0.1
